url,label
http://cashwinner.click/reward/login?account=1096,1
http://prizeclaim.tk/cash-bonus/login?account=1097,1
http://urgentverify.xyz/lottery-winner/login?account=1098,1
http://giftwinner.top/prize-claim/login?account=1099,1
http://secure-login-verify-account.example.com/login,1
http://verify-account-login.example.com,1
http://secure-bank-login.example.com/verify,1
http://account-verification-login.example.com,1
http://urgent-login-verify.example.com,1
http://secure-login-verify-account.example.com/login,1
http://secure-login-verify-account.example.com,1
http://verify-account-login.example.com/login,1
http://secure-account-verification.example.com,1
http://login-verify-account.example.com,1
http://urgent-account-verify-login.example.com,1
http://secure-login-bank-verify.example.com,1
http://account-login-verification.example.com,1
http://verify-login-security-account.example.com,1
http://secure-bank-account-login.example.com,1
https://www.canva.com/login,0
https://www.python.org/account,0
https://www.incometax.gov.in/login,0
https://www.uidai.gov.in/account,0
